,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,workclass_cat,education_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,native-country_cat,Education_is_high,middle_age_man,is_US,working_less_or_more_4,working_vs_ocuppation_test,husband_wife,occupation_2,y_new_pred
161,52,Private,370552,Preschool,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,El-Salvador,1,10,0,7,0,0,10,False,0,False,1,0,1,0,0
162,23,Local-gov,203353,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,45,United-States,5,3,1,3,1,0,1,False,0,True,3,6,0,0,0
163,57,Private,36091,HS-grad,9,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0,4,10,3,2,1,False,0,True,1,0,0,0,0
164,31,Private,57151,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,6,1,0,2,0,1,False,0,True,1,0,0,0,0
165,44,Self-emp-not-inc,172479,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024,0,60,United-States,0,0,0,2,0,0,1,False,0,True,3,0,1,0,1
166,31,Self-emp-not-inc,206609,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,2205,60,United-States,0,9,1,11,2,0,1,False,0,True,3,0,0,0,0
167,23,Private,124971,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1,6,2,6,2,0,1,False,0,True,1,0,0,0,0
168,28,Private,202222,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,1,3,1,4,2,0,1,False,0,True,1,0,0,0,0
169,54,Private,175262,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,8,0,7,0,0,1,False,0,True,1,0,1,0,0
170,31,Private,225779,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,1,0,1,7,2,0,1,False,0,True,1,0,0,0,0
171,59,Private,100313,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,1,0,0,5,0,0,1,False,0,True,1,0,1,0,0
172,34,Private,405713,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,1,6,2,7,2,0,1,False,0,True,1,0,0,0,0
173,21,Local-gov,244074,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,22,United-States,5,0,1,10,2,0,1,False,0,True,0,0,0,0,0
174,18,Private,77845,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,1602,15,United-States,1,6,1,6,1,0,1,False,0,True,0,0,0,0,0
175,43,Self-emp-not-inc,95246,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,5,United-States,0,4,0,3,5,0,1,True,0,True,0,0,1,0,0
176,35,Self-emp-not-inc,280570,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,0,0,0,5,0,0,1,False,0,True,1,0,1,0,0
177,30,Private,203488,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,1,0,1,0,1,0,1,False,0,True,3,3,0,0,0
178,42,Local-gov,117227,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,5,5,2,3,3,0,1,True,0,True,3,6,0,0,0
179,40,Private,220563,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,2,2,0,2,0,1,False,0,True,1,0,0,0,0
180,48,Private,30289,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,1,9,0,0,0,0,1,False,0,True,0,0,1,0,0
181,35,Self-emp-inc,99146,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,2,11,0,0,0,0,1,False,0,True,3,3,1,0,0
182,28,Private,308709,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States,1,3,1,4,2,0,1,False,0,True,3,0,0,0,0
183,49,Self-emp-inc,191681,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2,6,0,5,0,0,1,False,0,True,3,8,1,0,0
184,45,Private,176517,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,1,1,2,3,3,0,1,False,0,True,3,6,0,0,0
185,21,Private,38772,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,1,6,1,4,1,0,1,False,0,True,0,0,0,0,0
186,20,Private,421474,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,1,6,1,4,1,0,1,False,0,True,0,0,0,0,0
187,30,Self-emp-inc,185384,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,2,6,0,5,5,0,1,False,0,True,0,0,1,0,0
188,49,Local-gov,46537,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,594,0,10,United-States,5,0,2,6,2,0,1,False,0,True,0,0,0,0,0
189,21,State-gov,204425,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,4,6,1,5,1,0,1,False,0,True,0,0,0,0,0
190,27,Local-gov,131310,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States,5,6,0,6,1,0,1,False,0,True,1,0,0,0,0
191,42,Self-emp-not-inc,54583,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,30,United-States,0,3,2,3,3,0,1,False,0,True,0,0,0,0,0
192,45,Private,102288,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,6,2,6,2,0,1,False,0,True,1,0,0,0,0
193,48,Federal-gov,247043,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,3,0,2,6,2,0,1,False,0,True,1,0,0,0,0
194,55,Private,117477,11th,7,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,40,Jamaica,1,12,5,10,3,1,11,False,0,False,1,0,0,0,0
195,48,Private,196107,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,1,0,2,6,2,0,1,False,0,True,0,0,0,0,0
196,25,Private,176520,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,1,0,1,9,2,0,1,False,0,True,1,0,0,0,0
197,21,Private,170456,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,Italy,1,6,1,10,1,0,12,False,0,False,1,0,0,0,0
198,26,Private,89389,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,6,2,3,2,0,1,False,0,True,1,0,0,0,0
199,28,Private,31778,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,1,3,1,1,1,0,1,False,0,True,1,0,0,0,0
200,49,Private,27802,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,1,6,0,0,0,0,1,False,0,True,1,0,1,0,0
201,30,Private,363296,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,72,United-States,1,0,1,1,3,1,1,False,0,True,3,4,0,0,0
202,35,Private,170195,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,6,0,9,0,0,1,False,0,True,1,0,1,0,0
203,31,Private,227146,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1,3,0,4,0,0,1,False,0,True,3,0,1,0,0
204,47,Local-gov,272182,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,5,6,1,6,2,1,1,False,0,True,1,0,0,0,0
205,30,Private,148524,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2057,40,United-States,1,0,0,11,0,0,1,False,0,True,1,0,1,0,0
206,54,Private,183611,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3137,0,50,United-States,1,6,0,4,0,0,1,False,0,True,3,0,1,0,0
207,22,Federal-gov,262819,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,3,6,1,6,2,0,1,False,0,True,1,0,0,0,0
208,21,Private,54472,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,1,0,1,10,3,0,1,False,0,True,1,0,0,0,0
209,20,Private,124751,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,24,United-States,1,6,1,6,1,0,1,False,0,True,0,0,0,0,0
210,22,Private,442478,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,1,6,1,4,1,0,1,False,0,True,0,0,0,0,0
211,41,Private,152617,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,1,0,2,5,3,0,1,False,0,True,1,0,0,0,0
212,30,Private,137606,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5013,0,40,United-States,1,0,0,11,0,0,1,False,0,True,1,0,1,0,0
213,50,Local-gov,173224,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,5,5,0,3,5,0,1,True,0,True,1,0,1,0,0
214,31,Private,254304,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,1,9,2,0,2,0,1,False,0,True,1,0,0,0,0
215,23,Private,117606,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,3,1,3,2,0,1,False,0,True,1,0,0,0,0
216,44,Private,462838,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,48,United-States,1,0,2,1,2,0,1,False,0,True,3,4,0,0,0
217,38,State-gov,200904,10th,6,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,4,9,4,6,3,1,1,False,0,True,1,0,0,0,0
218,27,Federal-gov,409815,Some-college,10,Divorced,Adm-clerical,Other-relative,Black,Female,0,0,50,United-States,3,6,2,6,4,1,1,False,0,True,3,0,0,0,0
219,32,Private,158002,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,55,Ecuador,1,6,1,7,4,0,13,False,0,False,3,0,0,0,0
220,48,Private,146497,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,1,3,0,6,5,0,1,False,0,True,3,0,1,0,0
221,29,Self-emp-not-inc,109001,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0,6,0,0,0,0,1,False,0,True,1,0,1,0,0
222,46,Private,54985,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,1,0,0,7,0,0,1,False,0,True,1,0,1,0,0
223,31,Self-emp-not-inc,283587,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,0,0,5,0,0,1,False,0,True,3,8,1,0,0
224,46,Local-gov,303918,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,96,United-States,5,0,0,8,0,0,1,False,0,True,2,0,1,0,1
225,47,Local-gov,324791,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,5,5,0,3,0,0,1,True,0,True,3,6,1,0,1
226,24,State-gov,165201,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,4,6,0,6,5,0,1,False,0,True,3,0,1,0,0
227,24,Local-gov,187397,Some-college,10,Never-married,Protective-serv,Unmarried,Other,Male,1151,0,40,United-States,5,6,1,8,3,3,1,False,0,True,1,0,0,0,0
228,20,Self-emp-inc,182200,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,2,0,1,7,1,0,1,False,0,True,0,0,0,0,0
229,30,Self-emp-inc,68330,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2,6,0,4,0,0,1,False,0,True,3,0,1,0,0
230,45,Private,264526,Assoc-acdm,12,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,1,1,2,7,1,0,1,False,0,True,1,0,0,0,0
231,62,Private,114060,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,91,United-States,1,8,0,8,0,0,1,False,0,True,2,0,1,0,0
232,47,Federal-gov,98726,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,3,3,5,5,2,0,1,False,0,True,1,0,0,0,0
233,30,Federal-gov,48458,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,3,6,1,6,1,1,1,False,0,True,1,0,0,0,0
234,33,Private,180551,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,1,6,4,6,3,0,1,False,0,True,1,0,0,0,0
235,32,Private,63564,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,1,0,1,10,1,1,1,False,0,True,1,0,0,0,0
236,45,State-gov,259087,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,4,5,2,3,2,0,1,True,0,True,3,6,0,0,0
237,21,Private,283969,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Mexico,1,0,1,0,1,0,2,False,0,False,1,0,0,0,0
238,33,Self-emp-not-inc,281030,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,94,United-States,0,0,0,2,0,0,1,False,0,True,2,0,1,0,0
239,29,Private,196116,Prof-school,15,Divorced,Prof-specialty,Own-child,White,Female,2174,0,72,United-States,1,4,2,3,1,0,1,True,0,True,3,6,0,0,0
240,54,State-gov,187686,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,4,6,2,6,2,0,1,False,0,True,1,0,0,0,0
241,36,Private,321274,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,6,0,0,0,0,1,False,0,True,1,0,1,0,0
242,58,Private,190747,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0,7,0,0,1,False,0,True,1,0,1,0,0
243,25,Private,629900,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,1,3,0,3,5,1,1,False,0,True,1,0,1,0,0
244,27,Private,706026,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,12,0,1,0,0,1,False,0,True,1,0,1,0,0
245,29,Self-emp-not-inc,132267,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,0,1,0,9,0,0,1,False,0,True,3,0,1,0,0
246,47,Private,129513,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,3,0,5,0,0,1,False,0,True,3,8,1,0,0
247,35,Private,224889,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,3,0,4,0,0,1,False,0,True,1,0,1,0,0
248,57,Private,109638,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,45,United-States,1,6,0,5,0,0,1,False,0,True,3,8,1,0,0
249,42,Private,197522,Some-college,10,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,1,6,4,7,3,1,1,False,0,True,1,0,0,0,0
250,34,Private,185041,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,45,United-States,1,0,1,3,2,0,1,False,0,True,3,6,0,0,0
251,36,Private,154835,HS-grad,9,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,1,0,4,6,1,4,14,False,0,False,1,0,0,0,0
252,37,Private,186934,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,1,3,0,3,4,0,1,False,0,True,1,0,0,0,0
253,31,Private,403468,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,50,Mexico,1,6,4,10,3,0,2,False,0,False,3,13,0,0,0
254,42,Private,195124,7th-8th,4,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,35,Puerto-Rico,1,8,5,3,4,0,6,False,0,False,1,0,0,0,0
255,40,Private,436493,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,1,0,1,10,1,0,1,False,0,True,0,0,0,0,0
256,46,Federal-gov,344415,Masters,14,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,1887,40,United-States,3,5,0,13,0,0,1,True,0,True,1,0,1,0,1
257,44,Private,163215,12th,8,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,1,2,2,7,3,0,1,False,0,True,1,0,0,0,0
258,22,Private,237498,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,1,0,1,10,1,0,1,False,0,True,1,0,0,0,0
259,45,Private,320192,1st-4th,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,1,14,0,10,5,0,1,False,0,True,1,0,1,0,0
260,47,Local-gov,47270,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,5,1,4,6,3,1,1,False,0,True,1,0,0,0,0
261,23,Local-gov,219122,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,5,6,1,8,1,0,1,False,0,True,1,0,0,0,0
262,22,Private,236684,Assoc-voc,11,Never-married,Other-service,Own-child,Black,Female,0,0,36,United-States,1,11,1,10,1,1,1,False,0,True,1,0,0,0,0
263,26,State-gov,158734,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,4,5,1,3,2,0,1,True,0,True,1,0,0,0,0
264,21,Private,137320,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,1,6,1,6,1,1,1,False,0,True,0,0,0,0,0
265,66,Self-emp-not-inc,298834,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,11,0,3,0,0,1,False,0,True,3,6,1,0,0
266,42,Private,227466,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,1,0,1,10,4,1,1,False,0,True,1,0,0,0,0
267,41,Private,131591,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,45,United-States,1,0,0,6,0,1,1,False,0,True,3,0,1,0,0
268,32,Private,125279,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,99,United-States,1,0,2,0,3,0,1,False,0,True,2,0,0,0,0
269,45,Private,215620,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,1,0,2,11,2,0,1,False,0,True,1,0,0,0,0
270,54,Private,307973,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,0,0,1,0,0,1,False,0,True,1,0,1,0,0
271,26,Self-emp-not-inc,284343,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,1,1,0,2,0,1,False,0,True,1,0,0,0,0
272,42,Private,228456,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,1,3,4,10,4,1,1,False,0,True,3,13,0,0,0
273,31,Self-emp-inc,136402,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2,1,0,4,0,0,1,False,0,True,1,0,1,0,0
274,39,Self-emp-not-inc,147850,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,0,0,0,11,0,0,1,False,0,True,0,0,1,0,0
275,33,Federal-gov,182714,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,United-States,3,4,1,3,2,0,1,True,0,True,3,6,0,0,0
276,31,Private,62932,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,1,0,1,0,1,0,1,False,0,True,1,0,0,0,0
277,18,Private,436163,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,1,12,1,3,1,0,1,False,0,True,0,0,0,0,0
278,23,Private,80680,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Female,0,0,16,United-States,1,6,0,4,1,0,1,False,0,True,0,0,0,0,0
279,27,Private,196044,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1,6,0,0,0,0,1,False,0,True,3,3,1,0,0
280,26,Private,239877,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,3,1,6,2,0,1,False,0,True,1,0,0,0,0
281,49,Local-gov,304246,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,70,United-States,5,5,4,3,3,0,1,True,0,True,3,6,0,0,0
282,24,Private,172987,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,1,3,0,9,0,0,1,False,0,True,3,0,1,0,0
283,56,Private,175127,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,1,0,2,0,3,0,1,False,0,True,1,0,0,0,0
284,28,Private,139568,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1,12,1,6,2,0,1,False,0,True,1,0,0,0,0
285,31,Federal-gov,206857,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,3,0,1,6,2,0,1,False,0,True,1,0,0,0,0
286,37,Private,295949,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
287,23,Private,184589,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,21,United-States,1,3,1,3,1,0,1,False,0,True,0,0,0,0,0
288,73,Self-emp-not-inc,46514,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,0,0,0,4,5,0,1,False,0,True,0,0,1,0,0
289,45,State-gov,252208,HS-grad,9,Separated,Adm-clerical,Own-child,White,Female,0,0,40,United-States,4,0,4,6,1,0,1,False,0,True,1,0,0,0,0
290,35,Private,167990,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Canada,1,13,0,7,0,0,8,False,0,False,1,0,1,0,0
291,59,Self-emp-not-inc,190997,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,0,9,0,5,0,0,1,False,0,True,1,0,1,0,0
292,31,Private,260782,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,45,El-Salvador,1,6,0,11,0,0,10,False,0,False,3,0,1,0,0
293,31,Local-gov,220669,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,6849,0,40,United-States,5,3,1,3,1,0,1,False,0,True,1,0,0,0,0
294,39,Private,156261,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,1,6,2,6,3,0,1,False,0,True,1,0,0,0,0
295,70,Private,184176,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,28,United-States,1,0,2,10,2,0,1,False,0,True,0,0,0,0,0
296,60,Self-emp-inc,123218,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2,6,0,5,0,0,1,False,0,True,1,0,1,0,0
297,35,Private,199352,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,80,United-States,1,4,0,3,0,0,1,True,0,True,2,0,1,0,1
298,56,Private,217775,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,1,0,2,11,2,0,1,False,0,True,3,0,0,0,0
299,65,Private,178934,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,20,Jamaica,1,0,3,10,3,1,11,False,0,False,0,0,0,0,0
300,30,Private,183801,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
301,45,Private,137604,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,1,6,1,10,2,0,1,False,0,True,1,0,0,0,0
302,40,Private,77975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
303,39,Local-gov,178100,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,5,5,2,3,3,0,1,True,0,True,1,0,0,0,0
304,38,Federal-gov,178678,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,1380,50,United-States,3,9,2,6,3,0,1,False,0,True,3,0,0,0,0
305,21,Private,118712,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,United-States,1,0,1,0,3,0,1,False,0,True,1,0,0,0,0
306,59,Federal-gov,99131,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,3,0,1,5,4,0,1,False,0,True,1,0,0,0,0
307,30,Federal-gov,68330,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,3,3,1,3,2,0,1,False,0,True,1,0,0,0,0
308,33,Private,26252,Assoc-acdm,12,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,1,1,10,3,2,1,False,0,True,1,0,0,0,0
309,29,Private,413297,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,45,Mexico,1,1,1,4,2,0,2,False,0,False,3,0,0,0,0
310,46,Private,164877,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,1,6,0,0,0,0,1,False,0,True,3,3,1,0,0
311,40,Private,259307,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,5,0,5,0,0,1,True,0,True,3,8,1,0,1
312,35,Self-emp-not-inc,348771,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,0,12,0,0,0,0,1,False,0,True,1,0,1,0,0
313,38,Private,296212,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1,3,0,0,0,0,1,False,0,True,3,3,1,0,0
314,32,Private,237582,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,1,11,1,3,2,0,1,False,0,True,1,0,0,0,0
315,52,Private,177366,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0,0,20,United-States,1,0,4,10,4,0,1,False,0,True,0,0,0,0,0
316,62,Private,201928,HS-grad,9,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,1,0,3,0,3,1,1,False,0,True,1,0,0,0,0
317,48,Private,199058,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,5,0,5,0,0,1,True,0,True,1,0,1,0,0
318,37,Private,77820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,3,0,5,0,0,1,False,0,True,3,8,1,0,0
319,29,Private,109814,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,1,3,1,1,1,0,1,False,0,True,1,0,0,0,0
320,40,Private,178983,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,1,0,0,6,5,0,1,False,0,True,0,0,1,0,0
321,60,Private,116707,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,1,6,0,4,0,0,1,False,0,True,1,0,1,0,1
322,90,Private,206667,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,5,0,3,5,0,1,True,0,True,1,0,1,0,0
323,37,Private,278576,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,1,0,0,7,0,0,1,False,0,True,3,0,1,0,0
